ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 90030,3,2,12 - 500 g pkgs,355.08,28,20,3,false
Producto Prueba 90031,1,6,10 unidades,178.36,2,24,15,false
Producto Prueba 90032,3,,12 - 500 g pkgs,322.6,169,11,16,false
Producto Prueba 90033,5,7,10 unidades,189.52,256,15,19,false
Producto Prueba 90034,4,8,,367.02,236,18,4,false
Producto Prueba 90035,2,5,24 - 200 g pkgs,4.58,201,44,17,false
Producto Prueba 90036,3,4,12 - 500 g pkgs,332.27,15,27,5,false
Producto Prueba 90037,1,3,10 unidades,476.41,203,25,7,false
Producto Prueba 90038,3,7,24 - 200 g pkgs,55.62,42,50,21,false
Producto Prueba 90039,3,4,12 - 500 g pkgs,293.66,167,0,19,false
Producto Prueba 90040,6,7,24 - 200 g pkgs,27.16,204,21,9,false
Producto Prueba 90041,7,10,24 - 200 g pkgs,480.31,25,5,23,false
Producto Prueba 90042,6,,paquete x 5,304.33,29,4,30,false
Producto Prueba 90043,3,1,caja x 20,310.02,50,33,18,false
Producto Prueba 90044,6,9,caja x 20,223.05,159,34,16,false
Producto Prueba 90045,2,3,24 - 200 g pkgs,62.84,163,11,24,false
Producto Prueba 90046,8,1,10 unidades,123.78,115,27,10,false
Producto Prueba 90047,7,5,12 - 500 g pkgs,87.29,110,16,1,true
Producto Prueba 90048,7,3,,465.52,50,47,9,false
Producto Prueba 90049,5,8,paquete x 5,403.05,41,41,24,false
Producto Prueba 90050,3,6,24 - 200 g pkgs,192.77,191,25,21,false
Producto Prueba 90051,3,2,12 - 500 g pkgs,367.24,98,49,1,false
Producto Prueba 90052,3,10,caja x 20,354.58,264,5,3,false
Producto Prueba 90053,1,9,24 - 200 g pkgs,401.64,210,43,7,false
Producto Prueba 90054,6,8,caja x 20,76.08,29,2,14,false
Producto Prueba 90055,2,7,caja x 20,77.14,183,14,24,false
Producto Prueba 90056,2,9,paquete x 5,32.39,238,13,30,true
Producto Prueba 90057,5,5,12 - 500 g pkgs,435.82,236,32,30,false
Producto Prueba 90058,4,10,caja x 20,397.68,188,36,18,false
Producto Prueba 90059,6,5,,359.98,155,27,24,false
Producto Prueba 90060,8,4,paquete x 5,344.31,131,41,2,true
Producto Prueba 90061,4,10,paquete x 5,199.48,43,41,21,true
Producto Prueba 90062,7,9,10 unidades,225.2,251,17,21,false
Producto Prueba 90063,3,2,24 - 200 g pkgs,55.94,210,37,21,false
Producto Prueba 90064,2,4,paquete x 5,118.88,212,11,19,false
Producto Prueba 90065,7,3,caja x 20,191.1,222,38,1,false
Producto Prueba 90066,2,1,24 - 200 g pkgs,447.84,262,46,3,false
Producto Prueba 90067,7,6,10 unidades,310.86,49,18,9,false
Producto Prueba 90068,4,7,paquete x 5,193.36,126,50,19,false
Producto Prueba 90069,4,,,417.0,228,46,27,false
Producto Prueba 90070,4,,12 - 500 g pkgs,40.49,115,5,10,false
Producto Prueba 90071,7,8,24 - 200 g pkgs,212.15,44,34,6,false
Producto Prueba 90072,5,1,12 - 500 g pkgs,236.15,167,9,15,false
Producto Prueba 90073,5,5,caja x 20,158.65,109,29,16,false
Producto Prueba 90074,6,5,paquete x 5,98.34,205,41,22,false
Producto Prueba 90075,4,2,12 - 500 g pkgs,155.71,232,47,25,false
Producto Prueba 90076,5,7,paquete x 5,356.01,249,0,4,false
Producto Prueba 90077,6,6,,497.31,40,11,17,false
Producto Prueba 90078,2,6,caja x 20,468.55,32,24,8,false
Producto Prueba 90079,1,1,paquete x 5,246.05,108,43,14,false
Producto Prueba 90080,6,,,429.88,111,4,29,false
Producto Prueba 90081,3,8,paquete x 5,172.99,21,6,10,false
Producto Prueba 90082,7,6,10 unidades,12.8,252,29,15,false
Producto Prueba 90083,4,10,caja x 20,208.51,12,9,30,false
Producto Prueba 90084,6,7,,372.94,68,11,28,false
Producto Prueba 90085,4,2,12 - 500 g pkgs,126.02,13,36,16,false
Producto Prueba 90086,7,7,12 - 500 g pkgs,403.79,255,41,25,false
Producto Prueba 90087,7,4,,214.33,229,49,24,false
Producto Prueba 90088,1,1,paquete x 5,56.44,293,4,6,false
Producto Prueba 90089,4,9,paquete x 5,340.77,218,7,5,false
Producto Prueba 90090,4,2,paquete x 5,395.19,286,1,23,false
Producto Prueba 90091,2,10,10 unidades,157.29,157,49,7,false
Producto Prueba 90092,6,8,,454.47,117,13,15,false
Producto Prueba 90093,6,7,caja x 20,38.57,20,20,30,false
Producto Prueba 90094,7,3,12 - 500 g pkgs,194.81,13,46,8,false
Producto Prueba 90095,1,8,paquete x 5,406.15,243,2,18,true
Producto Prueba 90096,2,6,paquete x 5,34.49,108,28,17,false
Producto Prueba 90097,8,6,paquete x 5,193.15,208,22,9,false
Producto Prueba 90098,7,2,12 - 500 g pkgs,377.0,77,22,27,false
Producto Prueba 90099,1,9,12 - 500 g pkgs,41.08,139,39,26,false
Producto Prueba 90100,5,10,10 unidades,29.02,99,38,5,false
Producto Prueba 90101,2,7,12 - 500 g pkgs,28.29,113,41,19,false
Producto Prueba 90102,2,9,paquete x 5,99.23,132,34,10,false
Producto Prueba 90103,3,4,10 unidades,86.62,1,34,0,false
Producto Prueba 90104,7,5,24 - 200 g pkgs,484.91,277,35,19,false
Producto Prueba 90105,2,5,paquete x 5,433.65,251,13,2,false
Producto Prueba 90106,1,9,paquete x 5,356.8,87,22,28,false
Producto Prueba 90107,3,10,24 - 200 g pkgs,185.69,276,37,13,false
Producto Prueba 90108,8,9,12 - 500 g pkgs,365.98,159,7,2,false
Producto Prueba 90109,2,7,10 unidades,411.55,116,24,5,false
Producto Prueba 90110,1,7,paquete x 5,393.63,175,46,27,false
Producto Prueba 90111,6,6,,276.25,61,12,28,false
Producto Prueba 90112,3,5,24 - 200 g pkgs,498.81,113,42,26,false
Producto Prueba 90113,6,10,,21.48,169,32,14,false
Producto Prueba 90114,8,4,12 - 500 g pkgs,208.59,28,30,27,false
Producto Prueba 90115,5,3,paquete x 5,326.86,261,12,27,false
Producto Prueba 90116,8,5,24 - 200 g pkgs,220.52,147,18,30,false
Producto Prueba 90117,5,5,paquete x 5,141.92,45,47,23,false
Producto Prueba 90118,6,3,,486.57,134,8,4,false
Producto Prueba 90119,1,10,10 unidades,470.03,141,15,6,false
Producto Prueba 90120,7,6,caja x 20,166.97,155,48,9,true
Producto Prueba 90121,2,,paquete x 5,398.25,223,49,9,false
Producto Prueba 90122,7,9,24 - 200 g pkgs,375.48,100,16,2,false
Producto Prueba 90123,4,2,12 - 500 g pkgs,439.32,12,5,27,false
Producto Prueba 90124,2,3,,271.97,295,45,26,false
Producto Prueba 90125,8,8,caja x 20,83.37,250,11,20,false
Producto Prueba 90126,2,1,,447.92,291,9,29,false
Producto Prueba 90127,6,5,12 - 500 g pkgs,66.94,210,15,3,false
Producto Prueba 90128,6,9,24 - 200 g pkgs,423.52,102,49,12,false
Producto Prueba 90129,4,3,24 - 200 g pkgs,132.55,56,0,2,false
Producto Prueba 90130,7,4,,159.41,153,50,24,false
Producto Prueba 90131,6,7,12 - 500 g pkgs,139.78,148,36,19,false
Producto Prueba 90132,8,6,,124.39,51,17,12,false
Producto Prueba 90133,7,3,10 unidades,85.29,174,43,23,false
Producto Prueba 90134,6,7,10 unidades,481.68,121,38,4,false
Producto Prueba 90135,8,1,10 unidades,3.75,17,33,24,false
Producto Prueba 90136,6,1,caja x 20,366.12,228,28,3,false
Producto Prueba 90137,7,10,caja x 20,94.08,208,14,15,false
Producto Prueba 90138,5,1,10 unidades,55.14,89,44,14,false
Producto Prueba 90139,6,1,caja x 20,322.3,227,35,23,false
Producto Prueba 90140,2,5,12 - 500 g pkgs,87.45,225,36,21,false
Producto Prueba 90141,2,6,10 unidades,149.86,121,10,10,false
Producto Prueba 90142,4,1,caja x 20,313.03,157,21,28,false
Producto Prueba 90143,4,4,caja x 20,117.1,44,38,16,false
Producto Prueba 90144,2,8,12 - 500 g pkgs,304.78,39,12,25,false
Producto Prueba 90145,6,4,12 - 500 g pkgs,74.63,257,21,27,false
Producto Prueba 90146,4,10,12 - 500 g pkgs,145.07,264,13,4,false
Producto Prueba 90147,1,7,24 - 200 g pkgs,205.34,287,20,25,false
Producto Prueba 90148,3,8,paquete x 5,474.05,40,3,24,false
Producto Prueba 90149,3,8,paquete x 5,288.47,149,22,10,true
Producto Prueba 90150,2,8,12 - 500 g pkgs,380.72,274,26,17,false
Producto Prueba 90151,2,10,10 unidades,363.42,125,18,22,false
Producto Prueba 90152,4,7,caja x 20,147.43,235,30,22,false
Producto Prueba 90153,2,7,24 - 200 g pkgs,245.62,93,49,4,false
Producto Prueba 90154,1,5,12 - 500 g pkgs,287.32,155,50,12,false
Producto Prueba 90155,6,4,10 unidades,9.17,26,35,16,false
Producto Prueba 90156,8,6,12 - 500 g pkgs,431.48,69,20,30,false
Producto Prueba 90157,2,10,,468.28,82,11,4,false
Producto Prueba 90158,3,3,24 - 200 g pkgs,320.97,261,34,4,false
Producto Prueba 90159,8,7,caja x 20,243.38,279,43,14,false
Producto Prueba 90160,5,8,24 - 200 g pkgs,345.28,258,16,10,false
Producto Prueba 90161,1,1,caja x 20,269.52,111,9,12,false
Producto Prueba 90162,8,4,paquete x 5,331.75,6,48,5,false
Producto Prueba 90163,6,9,paquete x 5,59.97,149,10,15,true
Producto Prueba 90164,3,4,paquete x 5,472.13,28,24,29,false
Producto Prueba 90165,2,4,10 unidades,17.32,116,16,23,false
Producto Prueba 90166,1,5,caja x 20,183.47,131,20,25,false
Producto Prueba 90167,1,10,24 - 200 g pkgs,433.19,216,40,0,false
Producto Prueba 90168,3,1,paquete x 5,261.35,94,35,13,false
Producto Prueba 90169,1,2,,262.14,176,8,0,false
Producto Prueba 90170,7,8,,450.69,278,23,26,false
Producto Prueba 90171,3,1,10 unidades,57.07,50,48,30,false
Producto Prueba 90172,7,6,caja x 20,167.6,32,9,9,false
Producto Prueba 90173,6,9,12 - 500 g pkgs,138.66,287,2,20,false
Producto Prueba 90174,4,9,paquete x 5,360.28,96,3,6,false
Producto Prueba 90175,1,8,10 unidades,72.91,252,37,28,false
Producto Prueba 90176,4,5,paquete x 5,405.67,94,39,3,false
Producto Prueba 90177,2,10,caja x 20,435.6,253,49,9,false
Producto Prueba 90178,8,,10 unidades,287.62,19,49,10,true
Producto Prueba 90179,7,5,24 - 200 g pkgs,98.21,69,25,8,false
Producto Prueba 90180,4,5,24 - 200 g pkgs,242.41,172,45,30,true
Producto Prueba 90181,7,10,24 - 200 g pkgs,300.18,69,26,6,false
Producto Prueba 90182,4,7,24 - 200 g pkgs,121.72,122,4,13,false
Producto Prueba 90183,3,,24 - 200 g pkgs,314.06,193,3,25,false
Producto Prueba 90184,3,8,caja x 20,185.88,256,32,23,false
Producto Prueba 90185,5,10,12 - 500 g pkgs,126.99,252,40,18,false
Producto Prueba 90186,6,4,12 - 500 g pkgs,213.91,186,9,12,false
Producto Prueba 90187,1,4,10 unidades,264.94,52,9,16,false
Producto Prueba 90188,5,3,caja x 20,23.04,165,6,23,false
Producto Prueba 90189,2,8,,15.62,238,8,30,true
Producto Prueba 90190,6,7,12 - 500 g pkgs,497.99,262,31,3,false
Producto Prueba 90191,5,10,12 - 500 g pkgs,430.33,153,21,5,false
Producto Prueba 90192,6,9,12 - 500 g pkgs,263.14,230,14,0,false
Producto Prueba 90193,6,2,paquete x 5,133.26,59,25,11,false
Producto Prueba 90194,1,3,12 - 500 g pkgs,32.89,38,21,27,false
Producto Prueba 90195,7,4,caja x 20,77.35,61,27,25,false
Producto Prueba 90196,6,7,12 - 500 g pkgs,43.03,171,18,10,false
Producto Prueba 90197,5,1,10 unidades,190.24,213,31,9,false
Producto Prueba 90198,4,10,24 - 200 g pkgs,304.51,90,10,23,false
Producto Prueba 90199,4,7,,291.67,101,18,16,false
Producto Prueba 90200,6,5,12 - 500 g pkgs,297.13,111,12,24,false
Producto Prueba 90201,2,7,12 - 500 g pkgs,363.9,136,46,7,false
Producto Prueba 90202,2,9,paquete x 5,186.19,259,46,4,false
Producto Prueba 90203,8,3,12 - 500 g pkgs,217.33,100,37,0,false
Producto Prueba 90204,2,5,10 unidades,415.78,210,10,28,false
Producto Prueba 90205,4,4,,98.22,281,25,8,false
Producto Prueba 90206,4,7,12 - 500 g pkgs,463.42,16,46,17,false
Producto Prueba 90207,6,10,caja x 20,225.1,169,37,17,true
Producto Prueba 90208,8,10,,294.98,181,26,8,false
Producto Prueba 90209,5,4,,6.72,14,30,17,false
Producto Prueba 90210,1,6,12 - 500 g pkgs,401.26,255,39,1,false
Producto Prueba 90211,3,8,caja x 20,391.53,163,35,28,false
Producto Prueba 90212,7,5,10 unidades,319.01,198,18,22,false
Producto Prueba 90213,2,9,12 - 500 g pkgs,321.77,204,24,16,false
Producto Prueba 90214,6,4,24 - 200 g pkgs,211.54,300,37,0,false
Producto Prueba 90215,3,1,,423.67,90,16,21,false
Producto Prueba 90216,7,3,24 - 200 g pkgs,169.66,40,17,1,false
Producto Prueba 90217,1,7,24 - 200 g pkgs,374.95,45,3,27,false
Producto Prueba 90218,6,,24 - 200 g pkgs,279.22,12,23,30,true
Producto Prueba 90219,3,8,,459.48,42,47,5,false
Producto Prueba 90220,2,1,12 - 500 g pkgs,312.79,275,20,17,false
Producto Prueba 90221,6,5,24 - 200 g pkgs,253.01,192,22,29,false
Producto Prueba 90222,4,4,24 - 200 g pkgs,211.39,293,30,5,false
Producto Prueba 90223,3,7,,446.19,119,21,1,false
Producto Prueba 90224,2,1,12 - 500 g pkgs,73.55,207,8,30,false
Producto Prueba 90225,3,7,paquete x 5,234.6,145,28,7,false
Producto Prueba 90226,7,10,,393.99,228,40,11,false
Producto Prueba 90227,4,5,,46.48,9,38,4,false
Producto Prueba 90228,1,10,24 - 200 g pkgs,24.63,125,9,15,false
Producto Prueba 90229,5,3,caja x 20,51.63,276,27,16,false
Producto Prueba 90230,5,3,12 - 500 g pkgs,242.22,183,4,28,false
Producto Prueba 90231,1,10,paquete x 5,360.58,69,25,0,true
Producto Prueba 90232,6,7,caja x 20,398.75,107,4,16,false
Producto Prueba 90233,5,5,10 unidades,419.88,20,16,22,false
Producto Prueba 90234,2,9,12 - 500 g pkgs,48.7,266,9,5,false
Producto Prueba 90235,7,3,caja x 20,321.8,216,29,9,false
Producto Prueba 90236,6,3,12 - 500 g pkgs,207.9,173,15,5,false
Producto Prueba 90237,4,,12 - 500 g pkgs,252.66,145,11,17,false
Producto Prueba 90238,7,3,,490.54,37,45,21,false
Producto Prueba 90239,4,10,caja x 20,121.34,94,18,21,false
Producto Prueba 90240,1,9,24 - 200 g pkgs,109.2,245,0,13,false
Producto Prueba 90241,7,5,12 - 500 g pkgs,452.96,274,9,25,false
Producto Prueba 90242,2,,,280.66,257,38,30,false
Producto Prueba 90243,1,7,caja x 20,384.31,226,34,30,false
Producto Prueba 90244,8,9,paquete x 5,417.25,268,21,13,false
Producto Prueba 90245,4,2,24 - 200 g pkgs,482.54,192,38,29,false
Producto Prueba 90246,4,7,24 - 200 g pkgs,475.75,213,13,30,false
Producto Prueba 90247,3,5,12 - 500 g pkgs,297.5,232,42,19,false
Producto Prueba 90248,4,8,10 unidades,384.12,5,6,4,false
Producto Prueba 90249,5,10,10 unidades,27.66,59,3,25,false
Producto Prueba 90250,6,10,10 unidades,66.35,235,27,9,false
Producto Prueba 90251,5,4,,323.63,155,12,1,false
Producto Prueba 90252,8,8,24 - 200 g pkgs,171.3,54,48,8,false
Producto Prueba 90253,1,6,paquete x 5,53.84,141,8,6,false
Producto Prueba 90254,3,2,,411.54,104,8,23,false
Producto Prueba 90255,7,,12 - 500 g pkgs,194.06,37,25,15,false
Producto Prueba 90256,2,7,12 - 500 g pkgs,210.55,266,2,25,false
Producto Prueba 90257,3,1,12 - 500 g pkgs,260.81,203,44,30,false
Producto Prueba 90258,4,9,caja x 20,224.91,170,17,15,false
Producto Prueba 90259,8,1,12 - 500 g pkgs,174.42,244,19,6,false
Producto Prueba 90260,6,8,24 - 200 g pkgs,224.35,6,48,18,false
Producto Prueba 90261,1,1,caja x 20,256.5,226,10,25,false
Producto Prueba 90262,7,5,12 - 500 g pkgs,494.84,89,0,21,false
Producto Prueba 90263,7,3,10 unidades,4.69,219,24,0,false
Producto Prueba 90264,2,1,10 unidades,263.91,119,36,11,false
Producto Prueba 90265,1,,10 unidades,496.96,205,42,2,false
Producto Prueba 90266,6,10,,404.35,97,7,5,false
Producto Prueba 90267,2,4,paquete x 5,9.47,88,34,28,false
Producto Prueba 90268,1,2,24 - 200 g pkgs,189.63,269,17,3,false
Producto Prueba 90269,3,2,12 - 500 g pkgs,476.28,136,30,21,false
Producto Prueba 90270,2,5,caja x 20,410.29,216,1,14,false
Producto Prueba 90271,4,4,,266.58,282,5,23,false
Producto Prueba 90272,3,5,12 - 500 g pkgs,12.56,44,16,5,false
Producto Prueba 90273,6,9,,159.24,105,40,4,false
Producto Prueba 90274,2,9,paquete x 5,76.85,20,11,19,false
Producto Prueba 90275,5,,paquete x 5,239.0,120,2,6,false
Producto Prueba 90276,1,7,caja x 20,482.37,190,23,0,false
Producto Prueba 90277,4,7,caja x 20,206.39,288,50,26,false
Producto Prueba 90278,1,8,10 unidades,290.52,265,38,11,false
Producto Prueba 90279,7,3,10 unidades,103.53,173,32,15,false
Producto Prueba 90280,3,1,,105.44,300,37,22,false
Producto Prueba 90281,1,3,24 - 200 g pkgs,159.26,225,4,21,false
Producto Prueba 90282,5,2,,16.4,75,37,4,false
Producto Prueba 90283,7,8,24 - 200 g pkgs,138.42,246,23,3,false
Producto Prueba 90284,7,2,10 unidades,4.78,289,31,26,false
Producto Prueba 90285,4,6,,311.34,143,8,18,false
Producto Prueba 90286,5,7,10 unidades,4.58,39,3,15,false
Producto Prueba 90287,3,4,paquete x 5,186.72,10,14,12,false
Producto Prueba 90288,7,4,10 unidades,116.6,215,26,3,false
Producto Prueba 90289,7,7,,320.05,130,24,27,false
Producto Prueba 90290,5,4,12 - 500 g pkgs,435.37,8,44,21,false
Producto Prueba 90291,7,2,,298.94,30,18,22,false
Producto Prueba 90292,8,5,24 - 200 g pkgs,331.24,299,16,24,false
Producto Prueba 90293,2,5,caja x 20,253.82,259,25,4,false
Producto Prueba 90294,8,10,caja x 20,397.58,233,2,10,true
Producto Prueba 90295,7,7,12 - 500 g pkgs,365.58,37,46,18,false
Producto Prueba 90296,5,2,10 unidades,459.75,95,5,25,false
Producto Prueba 90297,1,8,caja x 20,196.82,13,37,0,false
Producto Prueba 90298,6,9,,484.17,97,24,30,false
Producto Prueba 90299,7,5,10 unidades,95.76,74,11,6,false
Producto Prueba 90300,3,5,24 - 200 g pkgs,389.14,249,18,12,false
Producto Prueba 90301,5,6,,362.45,233,47,29,true
Producto Prueba 90302,6,4,,463.18,45,9,30,false
Producto Prueba 90303,4,1,,233.0,128,5,20,false
Producto Prueba 90304,6,10,,180.31,30,31,20,false
Producto Prueba 90305,2,10,,247.81,265,36,17,false
Producto Prueba 90306,3,8,24 - 200 g pkgs,98.44,25,29,20,false
Producto Prueba 90307,8,1,24 - 200 g pkgs,62.74,81,37,20,false
Producto Prueba 90308,2,4,24 - 200 g pkgs,323.51,164,46,18,false
Producto Prueba 90309,8,,24 - 200 g pkgs,279.68,52,16,4,false
Producto Prueba 90310,2,1,,239.5,221,37,22,false
Producto Prueba 90311,1,4,10 unidades,279.73,243,27,28,false
Producto Prueba 90312,8,8,paquete x 5,7.58,159,31,5,false
Producto Prueba 90313,7,3,12 - 500 g pkgs,472.26,149,44,19,false
Producto Prueba 90314,5,3,24 - 200 g pkgs,245.71,172,18,5,false
Producto Prueba 90315,7,9,12 - 500 g pkgs,322.06,60,45,2,false
Producto Prueba 90316,2,5,,232.88,245,36,18,false
Producto Prueba 90317,5,10,12 - 500 g pkgs,12.14,136,49,28,false
Producto Prueba 90318,6,10,paquete x 5,399.23,193,30,10,false
Producto Prueba 90319,1,4,caja x 20,189.68,177,17,3,false
Producto Prueba 90320,3,7,12 - 500 g pkgs,166.14,95,23,22,false
Producto Prueba 90321,8,3,caja x 20,138.8,287,3,10,false
Producto Prueba 90322,8,9,caja x 20,321.99,7,10,0,false
Producto Prueba 90323,8,4,paquete x 5,288.35,71,22,6,false
Producto Prueba 90324,2,10,24 - 200 g pkgs,333.58,47,7,0,false
Producto Prueba 90325,4,4,24 - 200 g pkgs,379.08,255,26,1,false
Producto Prueba 90326,2,5,paquete x 5,212.79,227,24,17,false
Producto Prueba 90327,7,3,,154.34,266,10,20,false
Producto Prueba 90328,5,1,,385.58,238,17,20,false
Producto Prueba 90329,2,2,caja x 20,198.95,299,25,26,false
Producto Prueba 90330,3,3,12 - 500 g pkgs,327.95,262,50,4,false
Producto Prueba 90331,2,10,,42.81,158,22,16,false
Producto Prueba 90332,1,9,12 - 500 g pkgs,391.19,294,28,14,false
Producto Prueba 90333,6,1,10 unidades,437.51,276,45,23,false
Producto Prueba 90334,2,5,10 unidades,77.17,126,30,18,false
Producto Prueba 90335,4,10,10 unidades,496.43,40,43,30,false
Producto Prueba 90336,4,10,,52.81,126,28,28,false
Producto Prueba 90337,7,5,paquete x 5,367.66,266,45,8,false
Producto Prueba 90338,8,5,,333.74,26,48,17,false
Producto Prueba 90339,4,3,paquete x 5,408.21,41,49,13,false
Producto Prueba 90340,4,9,12 - 500 g pkgs,78.28,154,15,0,false
Producto Prueba 90341,2,10,caja x 20,301.94,166,22,0,false
Producto Prueba 90342,1,1,10 unidades,113.3,8,16,18,false
Producto Prueba 90343,1,5,12 - 500 g pkgs,454.44,199,30,30,false
Producto Prueba 90344,2,1,paquete x 5,332.18,180,43,7,false
Producto Prueba 90345,6,,12 - 500 g pkgs,25.1,94,7,23,false
Producto Prueba 90346,7,4,paquete x 5,44.37,251,21,30,false
Producto Prueba 90347,5,7,,136.35,60,47,11,false
Producto Prueba 90348,6,5,12 - 500 g pkgs,70.42,128,33,2,false
Producto Prueba 90349,6,9,12 - 500 g pkgs,376.93,95,4,5,false
Producto Prueba 90350,7,1,caja x 20,396.28,249,12,26,false
Producto Prueba 90351,1,10,,272.57,120,8,10,false
Producto Prueba 90352,7,8,12 - 500 g pkgs,33.62,294,8,2,false
Producto Prueba 90353,4,7,paquete x 5,350.3,177,4,20,false
Producto Prueba 90354,3,4,caja x 20,460.73,118,10,21,false
Producto Prueba 90355,2,3,caja x 20,319.74,179,43,0,false
Producto Prueba 90356,3,6,caja x 20,413.47,75,34,13,false
Producto Prueba 90357,5,8,,81.32,129,12,3,false
Producto Prueba 90358,5,10,,277.83,186,1,27,false
Producto Prueba 90359,5,3,,201.01,256,47,21,false
Producto Prueba 90360,7,2,12 - 500 g pkgs,130.08,33,2,26,false
Producto Prueba 90361,7,9,24 - 200 g pkgs,6.55,232,0,7,false
Producto Prueba 90362,4,8,caja x 20,368.77,187,49,19,false
Producto Prueba 90363,8,4,10 unidades,208.04,142,26,20,false
Producto Prueba 90364,8,7,12 - 500 g pkgs,398.59,56,17,7,false
Producto Prueba 90365,2,5,,436.6,78,7,9,true
Producto Prueba 90366,8,5,paquete x 5,163.98,281,24,1,false
Producto Prueba 90367,3,,paquete x 5,115.27,202,18,2,false
Producto Prueba 90368,6,6,,10.85,134,13,7,false
Producto Prueba 90369,8,9,12 - 500 g pkgs,289.87,14,50,22,false
Producto Prueba 90370,5,6,caja x 20,29.38,285,26,8,false
Producto Prueba 90371,8,7,,33.16,123,50,9,false
Producto Prueba 90372,7,6,,291.46,185,45,4,false
Producto Prueba 90373,2,9,paquete x 5,36.86,114,0,18,false
Producto Prueba 90374,8,3,10 unidades,479.25,0,18,16,false
Producto Prueba 90375,8,5,12 - 500 g pkgs,272.96,29,42,20,false
Producto Prueba 90376,5,5,,392.42,119,27,16,false
Producto Prueba 90377,4,10,12 - 500 g pkgs,121.37,119,39,13,false
Producto Prueba 90378,3,9,10 unidades,358.57,9,12,18,false
Producto Prueba 90379,2,3,paquete x 5,87.01,12,36,9,false
Producto Prueba 90380,7,3,24 - 200 g pkgs,232.71,158,47,23,false
Producto Prueba 90381,4,9,paquete x 5,210.27,61,45,7,false
Producto Prueba 90382,7,9,12 - 500 g pkgs,273.64,70,11,3,false
Producto Prueba 90383,1,7,10 unidades,167.05,85,20,25,false
Producto Prueba 90384,2,3,12 - 500 g pkgs,39.68,197,16,3,false
Producto Prueba 90385,3,6,12 - 500 g pkgs,231.35,173,47,23,false
Producto Prueba 90386,8,1,paquete x 5,426.05,106,18,13,false
Producto Prueba 90387,4,7,24 - 200 g pkgs,410.94,274,32,1,false
Producto Prueba 90388,3,8,,285.82,224,26,15,false
Producto Prueba 90389,3,9,,265.57,54,49,17,false
Producto Prueba 90390,8,5,caja x 20,66.93,20,13,26,false
Producto Prueba 90391,6,5,10 unidades,487.07,168,1,1,false
Producto Prueba 90392,5,10,paquete x 5,456.24,276,7,0,false
Producto Prueba 90393,1,5,12 - 500 g pkgs,318.68,273,39,20,false
Producto Prueba 90394,6,2,10 unidades,449.29,66,14,24,false
Producto Prueba 90395,7,8,10 unidades,140.27,291,50,19,false
Producto Prueba 90396,4,8,24 - 200 g pkgs,41.4,181,1,2,false
Producto Prueba 90397,1,10,24 - 200 g pkgs,422.89,183,0,12,false
Producto Prueba 90398,2,8,10 unidades,352.83,168,38,25,false
Producto Prueba 90399,7,6,caja x 20,418.25,176,19,17,false
Producto Prueba 90400,2,5,12 - 500 g pkgs,135.59,198,0,14,false
Producto Prueba 90401,5,1,24 - 200 g pkgs,163.12,2,44,1,false
Producto Prueba 90402,5,,24 - 200 g pkgs,181.39,215,12,2,false
Producto Prueba 90403,7,7,paquete x 5,84.0,267,32,15,false
Producto Prueba 90404,6,6,paquete x 5,364.9,260,32,23,false
Producto Prueba 90405,7,7,,97.07,112,5,18,false
Producto Prueba 90406,1,2,paquete x 5,305.06,83,14,2,false
Producto Prueba 90407,2,3,12 - 500 g pkgs,160.42,4,25,23,false
Producto Prueba 90408,8,8,caja x 20,61.58,144,36,29,false
Producto Prueba 90409,1,5,paquete x 5,262.67,293,22,24,false
Producto Prueba 90410,1,9,caja x 20,76.13,213,12,21,true
Producto Prueba 90411,1,3,12 - 500 g pkgs,32.98,78,22,27,false
Producto Prueba 90412,7,7,24 - 200 g pkgs,417.82,257,39,5,false
Producto Prueba 90413,8,6,caja x 20,29.43,149,24,11,false
Producto Prueba 90414,1,4,12 - 500 g pkgs,399.73,266,38,3,false
Producto Prueba 90415,6,9,paquete x 5,439.72,18,2,22,false
Producto Prueba 90416,6,4,caja x 20,288.91,298,38,0,false
Producto Prueba 90417,5,1,10 unidades,403.22,240,12,6,false
Producto Prueba 90418,7,1,24 - 200 g pkgs,168.64,34,30,8,false
Producto Prueba 90419,4,10,10 unidades,50.89,217,43,1,false
Producto Prueba 90420,3,7,,457.88,134,39,19,false
Producto Prueba 90421,6,10,paquete x 5,257.65,228,22,29,false
Producto Prueba 90422,4,1,10 unidades,47.0,109,3,27,false
Producto Prueba 90423,1,10,24 - 200 g pkgs,389.92,211,16,30,false
Producto Prueba 90424,2,5,paquete x 5,413.38,45,2,20,true
Producto Prueba 90425,7,4,caja x 20,128.33,54,30,23,false
Producto Prueba 90426,4,5,12 - 500 g pkgs,48.41,73,19,11,false
Producto Prueba 90427,4,1,10 unidades,351.95,159,13,6,false
Producto Prueba 90428,2,9,,278.21,225,29,7,false
Producto Prueba 90429,6,9,paquete x 5,452.5,270,42,2,false
Producto Prueba 90430,5,10,,265.66,298,5,24,false
Producto Prueba 90431,7,3,paquete x 5,318.41,76,9,20,false
Producto Prueba 90432,3,6,12 - 500 g pkgs,401.55,234,24,7,false
Producto Prueba 90433,4,10,caja x 20,360.34,2,35,23,false
